Question Label,Concept UUID,Answer Label,Source Form,Concept Type
Crackles,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,newborn-admission-form.json,Answer Option
Nasal flaring,1861AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Nasal flaring,newborn-admission-form.json,Main Question Concept
Nasal flaring,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,newborn-admission-form.json,Answer Option
Nasal flaring,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,newborn-admission-form.json,Answer Option
Heart Murmur,139071AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Heart Murmur,newborn-admission-form.json,Main Question Concept
Heart Murmur,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,newborn-admission-form.json,Answer Option
Heart Murmur,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,newborn-admission-form.json,Answer Option
Femoral pulse,c732910a-45f3-4989-8fdc-b8960aad9eac,Femoral pulse,newborn-admission-form.json,Main Question Concept
Femoral pulse,163748AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Present,newborn-admission-form.json,Answer Option
Femoral pulse,150518AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Absent,newborn-admission-form.json,Answer Option
Femoral pulse,124823AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Weak,newborn-admission-form.json,Answer Option
Femoral pulse,147044AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bounding,newborn-admission-form.json,Answer Option
Capillary Refill time,165890AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Capillary Refill time,newborn-admission-form.json,Main Question Concept
Capillary Refill time,165891AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,<3 seconds,newborn-admission-form.json,Answer Option
Capillary Refill time,162512AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,>3 secends,newborn-admission-form.json,Answer Option
Skull,386AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Skull,newborn-admission-form.json,Main Question Concept
Skull,134213AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Microcephaly,newborn-admission-form.json,Answer Option
Skull,135427AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Macrocephaly,newborn-admission-form.json,Answer Option
Skull,146475AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Caput succedaneum,newborn-admission-form.json,Answer Option
Skull,140402AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Cephalhaematoma,newborn-admission-form.json,Answer Option
Skull,140402AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Subgaleal haemorrhage,newborn-admission-form.json,Answer Option
Skull,156574AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Subgaleal haemorrhage,newborn-admission-form.json,Answer Option
Skull,143223AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Craniosynotosis,newborn-admission-form.json,Answer Option
Palate/face,c67be9a5-f497-4082-af81-11753f65ed4b,Palate/face,newborn-admission-form.json,Main Question Concept
Palate/face,145066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Cleft lip,newborn-admission-form.json,Answer Option
Palate/face,145063AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Cleft palate,newborn-admission-form.json,Answer Option
Palate/face,145641AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bilateral choanal atresia,newborn-admission-form.json,Answer Option
Palate/face,158674AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Coloboma,newborn-admission-form.json,Answer Option
Dysmorphic,166000AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Dysmorphic,newborn-admission-form.json,Main Question Concept
Dysmorphic,156320AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Flattened nasal bridge,newborn-admission-form.json,Answer Option
Dysmorphic,140949AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Epicanthic folds,newborn-admission-form.json,Answer Option
Dysmorphic,143820AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Micrognathia,newborn-admission-form.json,Answer Option
Genitals/anus,166362AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Genitals/anus,newborn-admission-form.json,Main Question Concept
Genitals/anus,149013AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ambiguous genitalia,newborn-admission-form.json,Answer Option
Genitals/anus,138137AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Clitoromegaly,newborn-admission-form.json,Answer Option
Genitals/anus,113122AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Scrotal swelling,newborn-admission-form.json,Answer Option
Genitals/anus,138010AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Hypospadias,newborn-admission-form.json,Answer Option
Genitals/anus,123813AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,undescended testes,newborn-admission-form.json,Answer Option
Genitals/anus,137700AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Imperforated anus,newborn-admission-form.json,Answer Option
Limbs,160624AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Limbs,newborn-admission-form.json,Main Question Concept
Limbs,113439AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Absent radii,newborn-admission-form.json,Answer Option
Limbs,133639AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Contractures,newborn-admission-form.json,Answer Option
Limbs,129566AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Polydactyl,newborn-admission-form.json,Answer Option
Limbs,125163AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Syndactyl,newborn-admission-form.json,Answer Option
Limbs,125043AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Talpes equinovarus,newborn-admission-form.json,Answer Option
Limbs,126434AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Single palmar crease,newborn-admission-form.json,Answer Option
Spine,390AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Spine,newborn-admission-form.json,Main Question Concept
Spine,113125AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Scoliosis,newborn-admission-form.json,Answer Option
Spine,126208AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Spina bifida,newborn-admission-form.json,Answer Option
Spine,118652AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Encephalocele,newborn-admission-form.json,Answer Option
Spine,133054AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,midline naevus lipoma,newborn-admission-form.json,Answer Option
Spine,158719AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Deep sacral pit,newborn-admission-form.json,Answer Option
Nutrition/Feeds,1151AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Nutrition/Feeds,newborn-admission-form.json,Main Question Concept
Nutrition/Feeds,5526AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Breast Milk,newborn-admission-form.json,Answer Option
Nutrition/Feeds,5254AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Formula,newborn-admission-form.json,Answer Option
Nutrition/Feeds,6046AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Mixed feeding,newborn-admission-form.json,Answer Option
Nutrition/Feeds,3e2597bd-dbe2-499e-a520-f4e22b53cd4f,Total Parenteral Nutrition,newborn-admission-form.json,Answer Option
Feeding Schedule,985AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Feeding Schedule,newborn-admission-form.json,Main Question Concept
Feeding Schedule,162245AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Every 2 hours,newborn-admission-form.json,Answer Option
Feeding Schedule,162246AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Every 3 hours,newborn-admission-form.json,Answer Option
Feeding Schedule,31AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,On Demand,newborn-admission-form.json,Answer Option
IV. Fluids Administered,161911AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,IV. Fluids Administered,newborn-admission-form.json,Main Question Concept
IV. Fluids Administered,1107AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,None,newborn-admission-form.json,Answer Option
IV. Fluids Administered,74653AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Dextran,newborn-admission-form.json,Answer Option
IV. Fluids Administered,162857AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Dextrose 5% in normal saline,newborn-admission-form.json,Answer Option
IV. Fluids Administered,161250AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Dextrose 5% in water,newborn-admission-form.json,Answer Option
IV. Fluids Administered,161922AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Dextrose 10% in water,newborn-admission-form.json,Answer Option
IV. Fluids Administered,162859AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Glucose 50 MG/ML / Sodium Chloride 0.0769 MEQ/ML Injectable Solution,newborn-admission-form.json,Answer Option
IV. Fluids Administered,162860AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Monopotassium phosphate 0.259% / sodium phosphate 2.9% injection solution,newborn-admission-form.json,Answer Option
IV. Fluids Administered,80804AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Normal saline,newborn-admission-form.json,Answer Option
IV. Fluids Administered,162855AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Potassium chloride 20 mmol/L in normal saline,newborn-admission-form.json,Answer Option
IV. Fluids Administered,162856AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Potassium chloride 40 mmol/sodium chloride 0.9% infusion solution,newborn-admission-form.json,Answer Option
IV. Fluids Administered,78617AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Ringer's lactate,newborn-admission-form.json,Answer Option
IV. Fluids Administered,162861AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Sodium bicarbonate 1.26% injection solution,newborn-admission-form.json,Answer Option
Incubator/Keep Warm,644504bd-23bc-4f1e-b9a0-d44f81f4148e,Incubator/Keep Warm,newborn-admission-form.json,Main Question Concept
Incubator/Keep Warm,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,newborn-admission-form.json,Answer Option
Incubator/Keep Warm,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,newborn-admission-form.json,Answer Option
Oxygen Therapy,165864AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Oxygen Therapy,newborn-admission-form.json,Main Question Concept
Oxygen Therapy,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,newborn-admission-form.json,Answer Option
Oxygen Therapy,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,newborn-admission-form.json,Answer Option
Blood Transfusion,161927AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Blood Transfusion,newborn-admission-form.json,Main Question Concept
Blood Transfusion,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,newborn-admission-form.json,Answer Option
Blood Transfusion,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,newborn-admission-form.json,Answer Option
Phototherapy ,160846AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Phototherapy ,newborn-admission-form.json,Main Question Concept
Phototherapy ,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,newborn-admission-form.json,Answer Option
Phototherapy ,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,newborn-admission-form.json,Answer Option
Clinician name,1473AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Clinician name,newborn-admission-form.json,Main Question Concept
Assessment date,160753AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Assessment date,nursing-care-plan.json,Main Question Concept
Nursing Diagnosis,161602AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Nursing Diagnosis,nursing-care-plan.json,Main Question Concept
Goal/ Expected Outcome,160632AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Goal/ Expected Outcome,nursing-care-plan.json,Main Question Concept
Intervention/plan of action,164378AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Intervention/plan of action,nursing-care-plan.json,Main Question Concept
Rationale,163104AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Rationale,nursing-care-plan.json,Main Question Concept
Implementation,160531AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Implementation,nursing-care-plan.json,Main Question Concept
Evaluation,163756AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Evaluation,nursing-care-plan.json,Main Question Concept
Exit Criteria,161555AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Exit Criteria,nutrition-discontinuation-form.json,Main Question Concept
Exit Criteria,160571AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Wants to get pregnant,nutrition-discontinuation-form.json,Answer Option
Exit Criteria,1434AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Confirmed pregnant,nutrition-discontinuation-form.json,Answer Option
Exit Criteria,167533AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Wants to stop using Family planning,nutrition-discontinuation-form.json,Answer Option
Exit Criteria,160754AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Adverse reactions,nutrition-discontinuation-form.json,Answer Option
Exit Criteria,159492AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Transferred Out,nutrition-discontinuation-form.json,Answer Option
Exit Criteria,5240AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Lost to follow up,nutrition-discontinuation-form.json,Answer Option
Exit Criteria,160432AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Died,nutrition-discontinuation-form.json,Answer Option
Visit type,164181AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Visit type,nutrition-form.json,Main Question Concept
Visit type,164180AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,New visit,nutrition-form.json,Answer Option
Visit type,160530AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Return Visit,nutrition-form.json,Answer Option
Visit type,160563AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Referred from other facilites,nutrition-form.json,Answer Option
Facility Name,160632AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Facility Name,nutrition-form.json,Main Question Concept
Patient Pregnant/Lactating,5272AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Patient Pregnant/Lactating,nutrition-form.json,Main Question Concept
Patient Pregnant/Lactating,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,nutrition-form.json,Answer Option
Patient Pregnant/Lactating,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,nutrition-form.json,Answer Option
Patient Pregnant/Lactating,1175AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Not Applicable,nutrition-form.json,Answer Option
Serostatus,1169AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Serostatus,nutrition-form.json,Main Question Concept
Serostatus,703AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Positive,nutrition-form.json,Answer Option
Serostatus,664AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Negative,nutrition-form.json,Answer Option
Serostatus,1067AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Unknown,nutrition-form.json,Answer Option
Patient on ARVs,1149AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Patient on ARVs,nutrition-form.json,Main Question Concept
Patient on ARVs,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,nutrition-form.json,Answer Option
Patient on ARVs,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,nutrition-form.json,Answer Option
Coexisitng medical Condition,162747AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Coexisitng medical Condition,nutrition-form.json,Main Question Concept
Coexisitng medical Condition,1107AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,None,nutrition-form.json,Answer Option
Coexisitng medical Condition,112141AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,TB,nutrition-form.json,Answer Option
Coexisitng medical Condition,119481AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Diabetes,nutrition-form.json,Answer Option
Coexisitng medical Condition,117399AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Hypertension,nutrition-form.json,Answer Option
Coexisitng medical Condition,5622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Others (Specify),nutrition-form.json,Answer Option
Other (Specify),160632AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Other (Specify),nutrition-form.json,Main Question Concept
Patient has Edema,163894AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Patient has Edema,nutrition-form.json,Main Question Concept
Patient has Edema,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,nutrition-form.json,Answer Option
Patient has Edema,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,nutrition-form.json,Answer Option
Anaemia levels,156625AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Anaemia levels,nutrition-form.json,Main Question Concept
Anaemia levels,1118AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Not Done,nutrition-form.json,Answer Option
Anaemia levels,1115AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Normal,nutrition-form.json,Answer Option
Anaemia levels,1498AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Mild,nutrition-form.json,Answer Option
Anaemia levels,1499AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Moderate,nutrition-form.json,Answer Option
Anaemia levels,1500AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Severe,nutrition-form.json,Answer Option
Metabolic Disorders:,163304AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Metabolic Disorders:,nutrition-form.json,Main Question Concept
Metabolic Disorders:,1107AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,None,nutrition-form.json,Answer Option
Metabolic Disorders:,135761AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Lypodystrophy,nutrition-form.json,Answer Option
Metabolic Disorders:,141623AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Dyslipidemia,nutrition-form.json,Answer Option
Metabolic Disorders:,142473AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Type II Diabetes,nutrition-form.json,Answer Option
Patient's SAM/MAM,160205AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Patient's SAM/MAM,nutrition-form.json,Main Question Concept
Patient's SAM/MAM,1687AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1st Time Diagnosis,nutrition-form.json,Answer Option
Patient's SAM/MAM,160033AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Relapse,nutrition-form.json,Answer Option
Patient's SAM/MAM,1655AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Re-admission,nutrition-form.json,Answer Option
Did the client consent to receive nutrition intervention?,162696AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Did the client consent to receive nutrition intervention?,nutrition-form.json,Main Question Concept
Did the client consent to receive nutrition intervention?,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Yes,nutrition-form.json,Answer Option
Did the client consent to receive nutrition intervention?,1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,No,nutrition-form.json,Answer Option
First 0 - 6 Months,985AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,First 0 - 6 Months,nutrition-form.json,Main Question Concept
First 0 - 6 Months,5526AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Exclusive breastfeeding,nutrition-form.json,Answer Option
First 0 - 6 Months,164477AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Exclusive replacement feeding,nutrition-form.json,Answer Option
First 0 - 6 Months,6046AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Mixed feeding,nutrition-form.json,Answer Option
6 - 12 Months,1151AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,6 - 12 Months,nutrition-form.json,Main Question Concept
6 - 12 Months,5632AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Breastfeeding,nutrition-form.json,Answer Option
6 - 12 Months,140719AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Not Breastfeeding,nutrition-form.json,Answer Option
6 - 12 Months,1067AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Not Known,nutrition-form.json,Answer Option
6 - 12 Months,159854AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Began complimentary feeding,nutrition-form.json,Answer Option
Infant and Young child feeding (post natal),86ff5cec-0bf6-44c5-8fd9-20593509af31,Infant and Young child feeding (post natal),nutrition-form.json,Main Question Concept
Infant and Young child feeding (post natal),5632AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Breastfeeding,nutrition-form.json,Answer Option
Infant and Young child feeding (post natal),164477AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Replacement feeding,nutrition-form.json,Answer Option
Infant and Young child feeding (post natal),159854AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Complimentary feeding,nutrition-form.json,Answer Option
Maternal Nutrition,163300AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Maternal Nutrition,nutrition-form.json,Main Question Concept
Maternal Nutrition,129202AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Pre-natal,nutrition-form.json,Answer Option
Maternal Nutrition,164171AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Post Natal,nutrition-form.json,Answer Option
Critical Nutrition Practices,161005AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Critical Nutrition Practices,nutrition-form.json,Main Question Concept
Critical Nutrition Practices,1107AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,None,nutrition-form.json,Answer Option
Critical Nutrition Practices,163300AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Nutrition counselling,nutrition-form.json,Answer Option
Critical Nutrition Practices,161648AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Dietary/Energy needs,nutrition-form.json,Answer Option
Critical Nutrition Practices,1906AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Sanitation,nutrition-form.json,Answer Option
Critical Nutrition Practices,135797AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Positive living behaviour,nutrition-form.json,Answer Option
Critical Nutrition Practices,159364AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Exercise,nutrition-form.json,Answer Option
Critical Nutrition Practices,154358AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Safe drinking water,nutrition-form.json,Answer Option
Critical Nutrition Practices,1611AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Prompt treatment for Opportunistic Infections,nutrition-form.json,Answer Option
Critical Nutrition Practices,164377AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Drug food interactions side effects,nutrition-form.json,Answer Option
Therapeutic foods,161648AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Therapeutic foods,nutrition-form.json,Main Question Concept
Therapeutic foods,1107AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,None,nutrition-form.json,Answer Option
Therapeutic foods,163394AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,RUTF,nutrition-form.json,Answer Option
Therapeutic foods,163404AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,F-75,nutrition-form.json,Answer Option
Therapeutic foods,167247AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,F-100,nutrition-form.json,Answer Option
Therapeutic foods,159854AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Fiesmol,nutrition-form.json,Answer Option
Therapeutic foods,5622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Others,nutrition-form.json,Answer Option
Other (Specify),160632AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Other (Specify),nutrition-form.json,Main Question Concept
Supplemental Foods:,159854AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Supplemental Foods:,nutrition-form.json,Main Question Concept
Supplemental Foods:,1107AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,None,nutrition-form.json,Answer Option
Supplemental Foods:,159597AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,FBF,nutrition-form.json,Answer Option
Supplemental Foods:,162758AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CSB,nutrition-form.json,Answer Option
Supplemental Foods:,166382AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,RUSF,nutrition-form.json,Answer Option
Supplemental Foods:,165577AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Liquid nutrition supplements,nutrition-form.json,Answer Option
Supplemental Foods:,5622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Others,nutrition-form.json,Answer Option
Other (Specify),160632AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Other (Specify),nutrition-form.json,Main Question Concept
Micronutrients:,5484AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Micronutrients:,nutrition-form.json,Main Question Concept
Micronutrients:,1107AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,None,nutrition-form.json,Answer Option
Micronutrients:,86339AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Vitamin A,nutrition-form.json,Answer Option
Micronutrients:,86343AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,B6,nutrition-form.json,Answer Option
Micronutrients:,461AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Multi-vitamins,nutrition-form.json,Answer Option
Micronutrients:,104677AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Iron-folate,nutrition-form.json,Answer Option
Micronutrients:,86672AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Zinc,nutrition-form.json,Answer Option
Micronutrients:,161649AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Multiple Micronutrients,nutrition-form.json,Answer Option
Micronutrients:,5622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Others,nutrition-form.json,Answer Option
Other (Specify),160632AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Other (Specify),nutrition-form.json,Main Question Concept
Please state the current status of continuing SAM/MAM Patients:,159402AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Please state the current status of continuing SAM/MAM Patients:,nutrition-form.json,Main Question Concept
Please state the current status of continuing SAM/MAM Patients:,5544AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Gaining Weight,nutrition-form.json,Answer Option
Please state the current status of continuing SAM/MAM Patients:,832AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Losing Weight,nutrition-form.json,Answer Option
Please state the current status of continuing SAM/MAM Patients:,128378AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Static Weight,nutrition-form.json,Answer Option
Please state the current status of continuing SAM/MAM Patients:,159791AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Cured,nutrition-form.json,Answer Option
Please state the current status of continuing SAM/MAM Patients:,1692AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Discharged,nutrition-form.json,Answer Option
Please state the current status of continuing SAM/MAM Patients:,163484AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Refused Nutrition Support,nutrition-form.json,Answer Option
Referral and Transfers:,1788AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Referral and Transfers:,nutrition-form.json,Main Question Concept
Referral and Transfers:,5485AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Refer for admission,nutrition-form.json,Answer Option
